entity_id,email,full_name,gender,birth_year,age_group,occupation,province,nationality,loyalty_tier,group_id,website_id,store_id,created_at,updated_at,is_active
4605,customer4605@example.com,Nguyễn Thảo,Nữ,1961,60+,Bác sĩ,Hải Phòng,Việt Nam,Gold,4,1,6,2020-07-28,2023-04-05,1
4606,customer4606@example.com,Phan Yến,Nữ,1979,40-49,Kiến trúc sư,Hải Phòng,Việt Nam,Platinum,3,1,2,2021-09-03,2024-02-05,0
4607,customer4607@example.com,Hồ Khánh,Nam,1964,60+,Kiến trúc sư,Hà Nội,Expat,Diamond,3,1,5,2022-03-26,2023-11-04,1
4608,customer4608@example.com,Hồ Trang,Nữ,1970,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,4,1,4,2021-07-12,2024-11-20,0
4609,customer4609@example.com,Ngô Hằng,Nữ,1984,40-49,Người nổi tiếng,TP HCM,Việt Nam,Silver,3,1,3,2015-02-27,2023-09-04,1
4610,customer4610@example.com,Đỗ Phương,Nữ,1990,30-39,Người nổi tiếng,Hà Nội,Expat,Silver,1,1,2,2016-06-20,2023-10-12,1
4611,customer4611@example.com,Đặng Thành,Nam,1990,30-39,Luật sư,TP HCM,Việt Nam,Platinum,4,1,9,2015-07-19,2023-04-16,1
4612,customer4612@example.com,Trần Việt,Nam,1989,30-39,Nhà đầu tư,TP HCM,Việt Nam,Diamond,2,1,6,2017-01-08,2024-03-05,0
4613,customer4613@example.com,Lê Hà,Nữ,1988,30-39,Nhà đầu tư,TP HCM,Việt Nam,Platinum,2,1,3,2019-11-16,2023-04-11,1
4614,customer4614@example.com,Đặng Hà,Nữ,1968,50-59,Doanh nhân,Hà Nội,Expat,Diamond,2,1,4,2017-04-08,2024-10-23,1
4615,customer4615@example.com,Nguyễn Tuấn,Nam,1963,60+,Chuyên gia tài chính,Bình Dương,Việt Nam,Silver,4,1,8,2023-03-27,2023-11-13,0
4616,customer4616@example.com,Bùi Ngọc,Nữ,1966,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,4,1,5,2022-10-26,2024-06-03,1
4617,customer4617@example.com,Ngô Yến,Nữ,1971,50-59,Người nổi tiếng,TP HCM,Việt Nam,Platinum,3,1,9,2017-08-27,2023-09-01,1
4618,customer4618@example.com,Phan Tuấn,Nam,1967,50-59,Nhà đầu tư,Hà Nội,Expat,Gold,1,1,7,2019-04-22,2023-07-18,1
4619,customer4619@example.com,Phạm Tuấn,Nam,1963,60+,Bác sĩ,Hà Nội,Việt Nam,Gold,1,1,8,2015-01-13,2023-04-08,1
4620,customer4620@example.com,Phan Bình,Nam,1981,40-49,Kiến trúc sư,Khánh Hòa,Việt Nam,Silver,2,1,6,2016-02-16,2023-07-02,1
4621,customer4621@example.com,Hoàng Minh,Nam,1972,50-59,Giám đốc,TP HCM,Việt Nam,Gold,3,1,5,2022-10-27,2024-12-27,1
4622,customer4622@example.com,Vũ Trang,Nữ,1990,30-39,Nhà đầu tư,Đồng Nai,Việt Nam,Gold,3,1,4,2019-08-11,2024-04-07,1
4623,customer4623@example.com,Trần Khánh,Nam,1991,30-39,Bác sĩ,Hà Nội,Việt Nam,Gold,4,1,5,2016-05-15,2024-10-09,1
4624,customer4624@example.com,Vũ Nga,Nữ,1981,40-49,Bác sĩ,Hà Nội,Việt Nam,Diamond,2,1,5,2016-12-31,2023-05-13,1
4625,customer4625@example.com,Vũ Hằng,Nữ,1965,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,3,1,2,2021-09-20,2024-09-29,1
4626,customer4626@example.com,Trần Hùng,Nam,1964,60+,Chuyên gia tài chính,Hà Nội,Expat,Silver,1,1,10,2022-08-23,2024-08-15,1
4627,customer4627@example.com,Dương Bình,Nam,1986,30-39,Nhà đầu tư,TP HCM,Việt Nam,Gold,1,1,2,2020-08-04,2024-12-11,1
4628,customer4628@example.com,Nguyễn Hùng,Nam,1964,60+,Doanh nhân,TP HCM,Việt Nam,Diamond,3,1,7,2015-05-27,2023-02-19,1
4629,customer4629@example.com,Hoàng Trung,Nam,1962,60+,Chuyên gia tài chính,Hải Phòng,Expat,Gold,4,1,6,2015-12-31,2023-01-22,1
4630,customer4630@example.com,Đặng Ánh,Nữ,1973,50-59,Bác sĩ,Hà Nội,Việt Nam,Platinum,2,1,10,2017-01-18,2024-09-06,0
4631,customer4631@example.com,Lê Thảo,Nữ,1973,50-59,Kiến trúc sư,TP HCM,Việt Nam,Diamond,4,1,7,2021-09-17,2024-12-28,1
4632,customer4632@example.com,Dương Hằng,Nữ,1990,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Diamond,2,1,9,2021-05-10,2023-04-13,1
4633,customer4633@example.com,Lê Anh,Nam,1964,60+,Kiến trúc sư,TP HCM,Việt Nam,Gold,1,1,2,2019-07-22,2023-02-04,1
4634,customer4634@example.com,Bùi Ánh,Nữ,1989,30-39,Giám đốc,TP HCM,Việt Nam,Silver,3,1,5,2022-02-11,2024-08-09,1
4635,customer4635@example.com,Dương Ngọc,Nữ,1989,30-39,Kiến trúc sư,TP HCM,Việt Nam,Platinum,4,1,10,2023-03-31,2023-11-14,1
4636,customer4636@example.com,Ngô Thảo,Nữ,1965,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,1,1,5,2016-06-26,2024-01-24,1
4637,customer4637@example.com,Phạm Linh,Nữ,1964,60+,Giám đốc,Hà Nội,Expat,Silver,4,1,5,2022-06-09,2024-02-11,1
4638,customer4638@example.com,Ngô Trung,Nam,1973,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Diamond,2,1,6,2023-02-15,2024-08-07,1
4639,customer4639@example.com,Lê Minh,Nam,1988,30-39,Nhà đầu tư,Hải Phòng,Việt Nam,Platinum,2,1,1,2021-12-15,2024-11-23,1
4640,customer4640@example.com,Đỗ Trung,Nam,1975,40-49,Luật sư,Hà Nội,Việt Nam,Silver,4,1,6,2017-05-18,2024-07-30,1
4641,customer4641@example.com,Phạm Thành,Nam,1997,25-29,Bác sĩ,TP HCM,Việt Nam,Platinum,2,1,6,2015-02-23,2024-03-29,1
4642,customer4642@example.com,Hồ Nga,Nữ,1994,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,3,1,2,2022-09-05,2023-03-30,1
4643,customer4643@example.com,Bùi Hải,Nam,1989,30-39,Nhà đầu tư,Đà Nẵng,Việt Nam,Silver,4,1,7,2016-10-25,2024-11-22,1
4644,customer4644@example.com,Phạm Thành,Nam,1979,40-49,Giám đốc,Khánh Hòa,Việt Nam,Diamond,4,1,6,2015-12-08,2024-12-27,1
4645,customer4645@example.com,Đỗ Thu,Nữ,1997,25-29,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,4,1,4,2017-09-26,2024-07-11,1
4646,customer4646@example.com,Phan Ngọc,Nữ,1978,40-49,Doanh nhân,Hà Nội,Việt Nam,Silver,3,1,9,2016-02-15,2023-07-29,0
4647,customer4647@example.com,Đỗ Đức,Nam,1982,40-49,Doanh nhân,TP HCM,Việt Nam,Platinum,1,1,10,2022-11-12,2023-06-05,1
4648,customer4648@example.com,Ngô Minh,Nam,1969,50-59,Bác sĩ,Đà Nẵng,Expat,Diamond,4,1,7,2019-07-28,2024-08-29,1
4649,customer4649@example.com,Phạm Trang,Nữ,1993,30-39,Bác sĩ,TP HCM,Việt Nam,Gold,3,1,1,2022-09-01,2023-01-19,1
4650,customer4650@example.com,Phạm Nga,Nữ,1991,30-39,Kiến trúc sư,TP HCM,Việt Nam,Gold,3,1,10,2015-03-16,2023-04-29,1
4651,customer4651@example.com,Phan Đức,Nam,1983,40-49,Doanh nhân,Hà Nội,Việt Nam,Silver,2,1,7,2023-03-05,2023-09-22,1
4652,customer4652@example.com,Nguyễn Quang,Nam,1989,30-39,Người nổi tiếng,TP HCM,Expat,Silver,1,1,4,2022-01-23,2023-03-30,1
4653,customer4653@example.com,Trần Hùng,Nam,1971,50-59,Kiến trúc sư,Đồng Nai,Việt Nam,Diamond,4,1,3,2015-03-19,2023-12-22,1
4654,customer4654@example.com,Trần Quang,Nam,1970,50-59,Chuyên gia tài chính,Bình Dương,Việt Nam,Silver,4,1,10,2018-03-13,2024-01-12,0
4655,customer4655@example.com,Nguyễn Bình,Nam,1985,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,2,1,10,2016-09-05,2024-06-28,1
4656,customer4656@example.com,Bùi Phương,Nữ,1984,40-49,Doanh nhân,Hà Nội,Việt Nam,Platinum,2,1,9,2018-11-12,2023-10-19,1
4657,customer4657@example.com,Phan Tuấn,Nam,1962,60+,Luật sư,Đà Nẵng,Việt Nam,Diamond,1,1,7,2017-08-14,2024-10-30,1
4658,customer4658@example.com,Đặng Thảo,Nữ,1970,50-59,Bác sĩ,Đồng Nai,Việt Nam,Diamond,3,1,1,2017-01-20,2024-10-27,1
4659,customer4659@example.com,Đỗ Trung,Nam,1988,30-39,Luật sư,TP HCM,Việt Nam,Platinum,1,1,1,2017-12-11,2024-06-04,1
4660,customer4660@example.com,Dương Trung,Nam,1982,40-49,Doanh nhân,Đà Nẵng,Expat,Silver,3,1,9,2023-06-29,2024-04-02,1
4661,customer4661@example.com,Trần Việt,Nam,1979,40-49,Kiến trúc sư,TP HCM,Việt Nam,Silver,4,1,8,2021-06-18,2023-12-24,1
4662,customer4662@example.com,Ngô Quang,Nam,1980,40-49,Bác sĩ,Hà Nội,Việt Nam,Gold,4,1,10,2015-05-19,2024-10-05,0
4663,customer4663@example.com,Hoàng Trang,Nữ,1960,60+,Người nổi tiếng,Bình Dương,Việt Nam,Silver,3,1,8,2022-03-11,2024-09-02,1
4664,customer4664@example.com,Hồ Việt,Nam,1980,40-49,Bác sĩ,Đà Nẵng,Expat,Silver,4,1,7,2020-07-01,2024-04-12,1
4665,customer4665@example.com,Phạm Ngọc,Nữ,1981,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Gold,4,1,9,2018-11-08,2024-03-05,1
4666,customer4666@example.com,Vũ Thảo,Nữ,1966,50-59,Luật sư,TP HCM,Việt Nam,Platinum,1,1,7,2020-10-22,2024-01-13,1
4667,customer4667@example.com,Hoàng Hoa,Nữ,1968,50-59,Người nổi tiếng,Hà Nội,Việt Nam,Silver,2,1,6,2019-07-25,2024-10-15,1
4668,customer4668@example.com,Phan Hùng,Nam,1971,50-59,Doanh nhân,Hà Nội,Việt Nam,Silver,2,1,2,2018-01-02,2024-08-08,1
4669,customer4669@example.com,Trần Minh,Nam,1977,40-49,Giám đốc,Hà Nội,Việt Nam,Platinum,4,1,5,2020-03-29,2023-09-22,1
4670,customer4670@example.com,Hồ Bình,Nam,1980,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,2,1,4,2020-08-12,2023-02-27,1
4671,customer4671@example.com,Hoàng Hải,Nam,1971,50-59,Bác sĩ,Hà Nội,Việt Nam,Platinum,1,1,8,2015-06-26,2024-08-21,1
4672,customer4672@example.com,Hoàng Trang,Nữ,1988,30-39,Luật sư,TP HCM,Việt Nam,Silver,2,1,5,2022-08-12,2024-04-17,0
4673,customer4673@example.com,Đỗ Hùng,Nam,1984,40-49,Chuyên gia tài chính,Hải Phòng,Việt Nam,Gold,4,1,10,2022-01-07,2023-05-15,1
4674,customer4674@example.com,Dương Khánh,Nam,1990,30-39,Bác sĩ,TP HCM,Việt Nam,Platinum,2,1,2,2023-01-28,2024-06-19,1
4675,customer4675@example.com,Vũ Khánh,Nam,1992,30-39,Luật sư,Hà Nội,Expat,Platinum,3,1,6,2017-08-02,2024-08-19,1
4676,customer4676@example.com,Bùi Mai,Nữ,1962,60+,Doanh nhân,TP HCM,Expat,Platinum,3,1,7,2022-11-09,2024-09-01,1
4677,customer4677@example.com,Hoàng Long,Nam,1995,25-29,Doanh nhân,Khánh Hòa,Việt Nam,Gold,4,1,3,2022-05-23,2024-01-23,1
4678,customer4678@example.com,Trần Ánh,Nữ,1978,40-49,Kiến trúc sư,Hải Phòng,Việt Nam,Silver,3,1,8,2018-08-29,2023-03-25,1
4679,customer4679@example.com,Lê Hằng,Nữ,1998,25-29,Doanh nhân,Hải Phòng,Việt Nam,Diamond,2,1,4,2022-08-31,2024-06-13,1
4680,customer4680@example.com,Hồ Anh,Nam,1960,60+,Bác sĩ,TP HCM,Việt Nam,Gold,4,1,9,2016-07-23,2024-10-02,1
4681,customer4681@example.com,Phạm Lan,Nữ,1980,40-49,Bác sĩ,Hà Nội,Expat,Silver,1,1,7,2021-12-28,2023-01-22,1
4682,customer4682@example.com,Phạm Ngọc,Nữ,1994,30-39,Bác sĩ,Đà Nẵng,Việt Nam,Silver,2,1,4,2018-06-03,2023-09-23,1
4683,customer4683@example.com,Nguyễn Thành,Nam,1985,30-39,Luật sư,TP HCM,Expat,Platinum,3,1,9,2021-07-20,2024-10-25,1
4684,customer4684@example.com,Phạm Anh,Nam,1970,50-59,Luật sư,Hà Nội,Việt Nam,Platinum,4,1,7,2016-05-04,2024-09-08,1
4685,customer4685@example.com,Nguyễn Yến,Nữ,1965,50-59,Giám đốc,Đà Nẵng,Việt Nam,Silver,1,1,4,2022-03-19,2023-08-21,1
4686,customer4686@example.com,Trần Ngọc,Nữ,1971,50-59,Kiến trúc sư,TP HCM,Việt Nam,Silver,4,1,3,2016-09-24,2024-05-04,0
4687,customer4687@example.com,Bùi Trung,Nam,1976,40-49,Người nổi tiếng,Hải Phòng,Việt Nam,Silver,2,1,6,2021-11-17,2024-11-30,1
4688,customer4688@example.com,Phạm Bình,Nam,1962,60+,Kiến trúc sư,TP HCM,Việt Nam,Gold,2,1,8,2018-01-06,2023-08-16,1
4689,customer4689@example.com,Vũ Anh,Nam,1963,60+,Doanh nhân,Hải Phòng,Việt Nam,Silver,4,1,8,2017-09-23,2024-03-21,1
4690,customer4690@example.com,Dương Nga,Nữ,1990,30-39,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,1,1,6,2020-03-31,2023-08-28,1
4691,customer4691@example.com,Bùi Linh,Nữ,1974,50-59,Người nổi tiếng,Đà Nẵng,Việt Nam,Silver,2,1,9,2023-02-10,2024-08-29,1
4692,customer4692@example.com,Phan Hằng,Nữ,1963,60+,Kiến trúc sư,TP HCM,Việt Nam,Platinum,2,1,8,2023-04-13,2024-06-21,1
4693,customer4693@example.com,Đỗ Anh,Nam,1989,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Diamond,3,1,3,2016-10-16,2023-09-26,1
4694,customer4694@example.com,Vũ Hoa,Nữ,1980,40-49,Người nổi tiếng,Đà Nẵng,Expat,Gold,1,1,2,2020-05-03,2024-12-10,1
4695,customer4695@example.com,Trần Bình,Nam,1964,60+,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,4,1,5,2020-05-19,2023-09-11,1
4696,customer4696@example.com,Đặng Khánh,Nam,1986,30-39,Kiến trúc sư,Bình Dương,Việt Nam,Gold,1,1,8,2016-05-24,2024-12-18,1
4697,customer4697@example.com,Ngô Trang,Nữ,1993,30-39,Doanh nhân,Hà Nội,Việt Nam,Diamond,2,1,4,2022-07-25,2024-11-23,1
4698,customer4698@example.com,Phạm Đức,Nam,1995,25-29,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,1,1,6,2022-12-05,2023-11-17,1
4699,customer4699@example.com,Đỗ Anh,Nam,1972,50-59,Luật sư,Hà Nội,Việt Nam,Gold,1,1,4,2023-06-06,2024-01-14,1
4700,customer4700@example.com,Đặng Khánh,Nam,1975,40-49,Luật sư,Hà Nội,Expat,Gold,1,1,5,2021-03-06,2024-06-11,1
4701,customer4701@example.com,Đặng Khánh,Nam,1994,30-39,Chuyên gia tài chính,TP HCM,Expat,Gold,2,1,3,2022-03-15,2024-08-20,1
4702,customer4702@example.com,Nguyễn Phương,Nữ,1993,30-39,Bác sĩ,Đồng Nai,Việt Nam,Platinum,4,1,4,2021-06-25,2023-04-07,1
4703,customer4703@example.com,Nguyễn Thảo,Nữ,1971,50-59,Nhà đầu tư,Hải Phòng,Việt Nam,Diamond,1,1,4,2021-02-01,2023-03-07,1
4704,customer4704@example.com,Dương Long,Nam,1996,25-29,Nhà đầu tư,TP HCM,Việt Nam,Gold,4,1,5,2018-01-21,2023-10-08,1
4705,customer4705@example.com,Phan Hùng,Nam,1994,30-39,Doanh nhân,Hà Nội,Việt Nam,Silver,2,1,6,2018-10-01,2024-04-15,1
4706,customer4706@example.com,Ngô Minh,Nam,1992,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Silver,2,1,1,2016-06-21,2023-06-15,1
4707,customer4707@example.com,Đặng Trang,Nữ,1971,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Platinum,2,1,8,2023-03-08,2024-11-13,1
4708,customer4708@example.com,Ngô Long,Nam,1967,50-59,Luật sư,Hà Nội,Việt Nam,Gold,2,1,9,2016-10-11,2024-03-03,1
4709,customer4709@example.com,Đặng Mai,Nữ,1997,25-29,Người nổi tiếng,TP HCM,Việt Nam,Gold,3,1,7,2015-04-19,2023-12-27,1
4710,customer4710@example.com,Ngô Nga,Nữ,1985,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Silver,4,1,9,2017-08-09,2023-09-23,1
4711,customer4711@example.com,Bùi Thu,Nữ,1998,25-29,Giám đốc,TP HCM,Việt Nam,Diamond,2,1,10,2016-05-30,2024-08-01,1
4712,customer4712@example.com,Dương Linh,Nữ,1990,30-39,Nhà đầu tư,Đà Nẵng,Việt Nam,Platinum,1,1,9,2015-09-21,2023-03-29,1
4713,customer4713@example.com,Đặng Khánh,Nam,1962,60+,Người nổi tiếng,TP HCM,Expat,Silver,2,1,7,2017-04-12,2024-05-03,1
4714,customer4714@example.com,Bùi Bình,Nam,1997,25-29,Doanh nhân,Hà Nội,Việt Nam,Silver,1,1,10,2017-03-25,2023-08-25,1
4715,customer4715@example.com,Đặng Long,Nam,1970,50-59,Kiến trúc sư,Bình Dương,Việt Nam,Platinum,3,1,5,2020-05-29,2023-06-14,1
4716,customer4716@example.com,Lê Thảo,Nữ,1998,25-29,Kiến trúc sư,Hải Phòng,Việt Nam,Platinum,4,1,2,2020-02-10,2023-11-16,0
4717,customer4717@example.com,Vũ Thu,Nữ,1995,25-29,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,1,1,4,2020-04-18,2024-03-15,1
4718,customer4718@example.com,Đặng Quang,Nam,1972,50-59,Giám đốc,Hải Phòng,Việt Nam,Diamond,2,1,1,2021-02-08,2024-05-19,1
4719,customer4719@example.com,Nguyễn Phương,Nữ,1996,25-29,Giám đốc,Hà Nội,Expat,Silver,1,1,3,2019-07-21,2023-08-11,1
4720,customer4720@example.com,Vũ Bình,Nam,1983,40-49,Giám đốc,Hà Nội,Expat,Gold,2,1,6,2023-06-24,2023-04-15,1
4721,customer4721@example.com,Vũ Tuấn,Nam,1980,40-49,Kiến trúc sư,Hà Nội,Việt Nam,Silver,2,1,9,2017-11-06,2023-01-29,1
4722,customer4722@example.com,Phan Khánh,Nam,1970,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,1,1,9,2016-10-03,2024-05-27,1
4723,customer4723@example.com,Hoàng Bình,Nam,1969,50-59,Nhà đầu tư,TP HCM,Việt Nam,Platinum,4,1,9,2017-04-24,2023-01-27,1
4724,customer4724@example.com,Lê Trung,Nam,1991,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Diamond,4,1,6,2015-11-26,2023-08-07,1
4725,customer4725@example.com,Trần Thảo,Nữ,1993,30-39,Giám đốc,Đà Nẵng,Việt Nam,Gold,1,1,9,2018-04-05,2023-12-01,0
4726,customer4726@example.com,Bùi Khánh,Nam,1960,60+,Kiến trúc sư,Quảng Ninh,Việt Nam,Gold,3,1,2,2021-05-23,2023-09-26,0
4727,customer4727@example.com,Hoàng Ngọc,Nữ,1994,30-39,Chuyên gia tài chính,TP HCM,Expat,Platinum,3,1,1,2016-02-11,2023-02-18,1
4728,customer4728@example.com,Bùi Thu,Nữ,1971,50-59,Người nổi tiếng,Hà Nội,Expat,Diamond,4,1,6,2015-07-13,2023-05-12,1
4729,customer4729@example.com,Ngô Ngọc,Nữ,1975,40-49,Giám đốc,TP HCM,Expat,Silver,4,1,3,2019-03-08,2023-10-03,1
4730,customer4730@example.com,Hồ Lan,Nữ,1980,40-49,Luật sư,TP HCM,Việt Nam,Silver,2,1,6,2017-10-26,2024-03-14,1
4731,customer4731@example.com,Phạm Phương,Nữ,1969,50-59,Nhà đầu tư,TP HCM,Việt Nam,Silver,1,1,8,2018-08-01,2023-03-24,1
4732,customer4732@example.com,Vũ Tuấn,Nam,1985,30-39,Nhà đầu tư,Đà Nẵng,Việt Nam,Silver,1,1,8,2017-05-04,2024-04-22,1
4733,customer4733@example.com,Đặng Quang,Nam,1967,50-59,Kiến trúc sư,TP HCM,Việt Nam,Silver,3,1,5,2017-10-24,2023-01-26,1
4734,customer4734@example.com,Trần Trung,Nam,1998,25-29,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,3,1,9,2018-05-16,2023-03-14,1
4735,customer4735@example.com,Lê Ngọc,Nữ,1996,25-29,Bác sĩ,TP HCM,Việt Nam,Platinum,1,1,3,2016-07-06,2024-08-30,1
4736,customer4736@example.com,Trần Ánh,Nữ,1964,60+,Người nổi tiếng,Đà Nẵng,Expat,Diamond,4,1,4,2019-08-29,2024-09-28,1
4737,customer4737@example.com,Bùi Long,Nam,1982,40-49,Nhà đầu tư,Khánh Hòa,Việt Nam,Platinum,3,1,4,2018-10-13,2024-11-17,1
4738,customer4738@example.com,Đỗ Linh,Nữ,1983,40-49,Giám đốc,TP HCM,Việt Nam,Platinum,1,1,9,2022-07-21,2023-09-27,1
4739,customer4739@example.com,Dương Long,Nam,1964,60+,Người nổi tiếng,TP HCM,Expat,Silver,2,1,7,2018-10-07,2023-02-21,1
4740,customer4740@example.com,Phan Yến,Nữ,1983,40-49,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,4,1,9,2020-09-26,2023-03-25,1
4741,customer4741@example.com,Hồ Lan,Nữ,1992,30-39,Nhà đầu tư,TP HCM,Việt Nam,Gold,4,1,5,2022-03-22,2023-11-07,1
4742,customer4742@example.com,Trần Bình,Nam,1971,50-59,Người nổi tiếng,Quảng Ninh,Việt Nam,Silver,4,1,5,2020-05-07,2024-11-29,1
4743,customer4743@example.com,Bùi Ngọc,Nữ,1962,60+,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Gold,2,1,5,2021-01-22,2024-01-18,1
4744,customer4744@example.com,Lê Hà,Nữ,1974,50-59,Người nổi tiếng,Đà Nẵng,Việt Nam,Diamond,1,1,6,2019-10-11,2024-01-08,1
4745,customer4745@example.com,Trần Ánh,Nữ,1963,60+,Chuyên gia tài chính,Hải Phòng,Expat,Silver,4,1,10,2021-05-01,2024-07-04,1
4746,customer4746@example.com,Lê Bình,Nam,1983,40-49,Bác sĩ,Hà Nội,Việt Nam,Silver,2,1,2,2019-09-27,2023-10-12,1
4747,customer4747@example.com,Vũ Ánh,Nữ,1962,60+,Nhà đầu tư,TP HCM,Việt Nam,Silver,2,1,4,2020-06-08,2023-12-09,1
4748,customer4748@example.com,Bùi Đức,Nam,1992,30-39,Luật sư,Hà Nội,Việt Nam,Gold,2,1,6,2018-03-15,2024-06-07,1
4749,customer4749@example.com,Dương Anh,Nam,1992,30-39,Bác sĩ,Đà Nẵng,Expat,Platinum,4,1,7,2018-08-11,2023-08-01,1
4750,customer4750@example.com,Nguyễn Phương,Nữ,1965,50-59,Doanh nhân,Hà Nội,Việt Nam,Diamond,1,1,1,2015-03-22,2023-07-30,1
4751,customer4751@example.com,Vũ Hà,Nữ,1985,30-39,Giám đốc,TP HCM,Việt Nam,Platinum,4,1,5,2018-06-17,2024-12-11,1
4752,customer4752@example.com,Lê Bình,Nam,1985,30-39,Người nổi tiếng,Đà Nẵng,Việt Nam,Silver,3,1,3,2018-12-22,2023-03-05,1
4753,customer4753@example.com,Đỗ Hùng,Nam,1968,50-59,Chuyên gia tài chính,Khánh Hòa,Việt Nam,Gold,2,1,8,2015-10-27,2024-08-29,1
4754,customer4754@example.com,Trần Hằng,Nữ,1985,30-39,Bác sĩ,Hà Nội,Việt Nam,Platinum,2,1,9,2015-04-12,2023-04-23,1
4755,customer4755@example.com,Hồ Minh,Nam,1990,30-39,Giám đốc,TP HCM,Việt Nam,Diamond,3,1,7,2015-03-22,2024-07-06,1
4756,customer4756@example.com,Đỗ Hoa,Nữ,1976,40-49,Người nổi tiếng,Đà Nẵng,Việt Nam,Gold,2,1,2,2016-06-24,2023-07-29,1
4757,customer4757@example.com,Hoàng Phương,Nữ,1974,50-59,Người nổi tiếng,TP HCM,Việt Nam,Gold,1,1,1,2023-06-15,2024-10-14,1
4758,customer4758@example.com,Hoàng Hoa,Nữ,1966,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Gold,4,1,9,2022-09-07,2024-08-14,1
4759,customer4759@example.com,Hồ Đức,Nam,1989,30-39,Bác sĩ,TP HCM,Việt Nam,Silver,3,1,10,2019-08-20,2023-08-09,1
4760,customer4760@example.com,Hồ Ánh,Nữ,1982,40-49,Doanh nhân,Hà Nội,Việt Nam,Gold,1,1,5,2022-08-03,2024-08-29,1
4761,customer4761@example.com,Phan Linh,Nữ,1968,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,4,1,6,2018-01-17,2024-08-05,1
4762,customer4762@example.com,Dương Trung,Nam,1981,40-49,Kiến trúc sư,Quảng Ninh,Việt Nam,Platinum,1,1,5,2018-07-06,2023-06-01,1
4763,customer4763@example.com,Lê Minh,Nam,1960,60+,Luật sư,TP HCM,Việt Nam,Silver,4,1,2,2017-10-08,2024-10-12,1
4764,customer4764@example.com,Trần Mai,Nữ,1968,50-59,Giám đốc,Hải Phòng,Việt Nam,Silver,4,1,10,2020-04-15,2023-12-29,1
4765,customer4765@example.com,Bùi Long,Nam,1963,60+,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,3,1,7,2022-11-25,2024-06-13,1
4766,customer4766@example.com,Lê Trung,Nam,1971,50-59,Doanh nhân,Khánh Hòa,Việt Nam,Platinum,3,1,2,2020-02-28,2023-04-01,0
4767,customer4767@example.com,Phạm Phương,Nữ,1991,30-39,Bác sĩ,TP HCM,Việt Nam,Platinum,4,1,10,2015-05-15,2024-04-21,1
4768,customer4768@example.com,Hồ Yến,Nữ,1976,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Platinum,2,1,9,2022-02-04,2024-08-12,1
4769,customer4769@example.com,Đặng Nga,Nữ,1965,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,3,1,9,2017-03-11,2024-12-15,0
4770,customer4770@example.com,Lê Thu,Nữ,1985,30-39,Luật sư,Bình Dương,Việt Nam,Silver,2,1,8,2023-03-09,2023-11-11,1
4771,customer4771@example.com,Ngô Quang,Nam,1969,50-59,Bác sĩ,Bình Dương,Việt Nam,Gold,2,1,5,2020-12-08,2023-08-04,1
4772,customer4772@example.com,Nguyễn Hùng,Nam,1974,50-59,Kiến trúc sư,Đồng Nai,Việt Nam,Gold,3,1,1,2017-10-16,2024-06-26,0
4773,customer4773@example.com,Trần Yến,Nữ,1978,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,1,1,1,2016-05-10,2024-12-09,1
4774,customer4774@example.com,Phạm Linh,Nữ,1977,40-49,Doanh nhân,TP HCM,Việt Nam,Gold,2,1,5,2015-06-18,2024-11-10,1
4775,customer4775@example.com,Nguyễn Trang,Nữ,1961,60+,Người nổi tiếng,Bình Dương,Việt Nam,Silver,4,1,6,2018-09-02,2024-06-17,1
4776,customer4776@example.com,Phan Tuấn,Nam,1970,50-59,Người nổi tiếng,TP HCM,Việt Nam,Gold,3,1,7,2018-04-16,2023-11-16,1
